SYMBOL,DATE,SPX YE16,SPX YE17,SPX 16-17,SEDOL,TICKER-REGION,PRICE YE16,PRICE YE17,RETURN 16-17,REL-RETURN,ROE,SECURITY NAME,NAME,TICKER,EXCHANGE,PEER_GROUP,REGION,COUNTRY,COMP_GROUP_AVG,TOTAL_ESG_SCORE,ENVIRONMENT_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,TOTAL_ESG_PTILE,ENVIRONMENT_PTILE,SOCIAL_PTILE,GOVERNANCE_PTILE,ENVIRONMENT_WEIGHT,SOCIAL_WEIGHT,GOVERNANCE_WEIGHT,E_OPERATIONS_INCIDENTS,E_SUPPLYCHAIN_INCIDENTS,E_PRODSERVICE_INCIDENTS,S_EMPLOYEE_INCIDENTS,S_SUPPLYCHAIN_INCIDENTS,S_CUSTOMER_INCIDENTS,S_COMMUNITY_INCIDENTS,G_BUSETHICS_INCIDENTS,G_GOVERNANCE_INCIDENTS,G_PUBLIC_POLICY_INCIDENTS,OLD_SYMBOL,CONTROVERSY_LEVEL
2149860,20161230,2238.83,2673.61,0.19,214986,BPL-US, 	66.16 , 	49.55 , 	(0.25), 	(0.45), 	13.15 ,"Buckeye Partners, L.P.",Buckeye Partners L.P.,BPL,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1182301010,Category 1
B0P5X77,20161230,2238.83,2673.61,0.19,B0P5X7,BWP-US, 	17.36 , 	12.91 , 	(0.26), 	(0.45), 	6.82 ,"Boardwalk Pipeline Partners, LP",Boardwalk Pipeline Partners LP,BWP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US0966271043,No evidence of relevant controversies
BRGMGR7,20161230,2238.83,2673.61,0.19,BRGMGR,CAPL-US, 	25.19 , 	23.75 , 	(0.06), 	(0.25), 	2.98 ,CrossAmerica Partners LP,CrossAmerica Partners LP,CAPL,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US22758A1051,No evidence of relevant controversies
BY7R056,20161230,2238.83,2673.61,0.19,BY7R05,CEQP-US, 	25.55 , 	25.80 , 	0.01 , 	(0.18), 	(8.47),Crestwood Equity Partners LP,Crestwood Equity Partners LP,CEQP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2263442087,No evidence of relevant controversies
B0XM6V5,20161230,2238.83,2673.61,0.19,B0XM6V,CLMT-US, 	4.00 , 	7.70 , 	0.93 , 	0.73 , 	(74.48),"Calumet Specialty Products Partners, L.P.",Calumet Specialty Products Partners L.P.,CLMT,NasdaqGS,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1314761032,Category 2
B1Y1PC2,20161230,2238.83,2673.61,0.19,B1Y1PC,CLNE-US, 	2.86 , 	2.03 , 	(0.29), 	(0.48), 	(3.15),Clean Energy Fuels Corp.,Clean Energy Fuels Corp.,CLNE,NasdaqGS,Refiners & Pipelines,United States and Canada,United States,60.20000,52.58000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1844991018,No evidence of relevant controversies
BQXKG11,20161230,2238.83,2673.61,0.19,BDRJR6,CNXM-US, 	23.55 , 	16.77 , 	(0.29), 	(0.48), 	28.10 ,CNX Midstream Partners LP,CONE Midstream Partners LP,CNNX,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2068121092,No evidence of relevant controversies
BZ03VL1,20161230,2238.83,2673.61,0.19,BZ03VL,CPGX-US,,,,, 	2.75 ,Columbia Pipeline Group Inc,Columbia Pipeline Group Inc.,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,60.20000,57.94000,50.71000,55.70000,71.65000,41.67000,40.28000,37.50000,68.06000,0.350000,0.400000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US1982801094,No evidence of relevant controversies
BH3XG51,20161230,2238.83,2673.61,0.19,BH3XG5,CQH-US, 	22.37 , 	27.69 , 	0.24 , 	0.04 ," 	2,492.72 ","Cheniere Energy Partners LP Holdings, LLC",Cheniere Energy Partners LP Holdings LLC,CQH,AMEX,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US16411W1080,No evidence of relevant controversies
B1VNH36,20161230,2238.83,2673.61,0.19,B1VNH3,CQP-US, 	28.82 , 	29.64 , 	0.03 , 	(0.17), 	(47.90),"Cheniere Energy Partners, L.P.",Cheniere Energy Partners LP.,CQP,AMEX,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US16411Q1013,No evidence of relevant controversies
B23PS12,20161230,2238.83,2673.61,0.19,B23PS1,CVI-US, 	25.39 , 	37.24 , 	0.47 , 	0.27 , 	2.68 ,"CVR Energy, Inc.",CVR Energy Inc.,CVI,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,53.32000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US12662P1084,No evidence of relevant controversies
B97N714,20161230,2238.83,2673.61,0.19,B97N71,CVRR-US, 	10.40 , 	16.55 , 	0.59 , 	0.40 , 	1.19 ,CVR Refining LP,CVR Refining LP,CVRR,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US12663P1075,No evidence of relevant controversies
B0SF374,20161230,2238.83,2673.61,0.19,B0SF37,DCP-US, 	38.38 , 	36.33 , 	(0.05), 	(0.25), 	3.93 ,DCP Midstream LP,DCP Midstream LP,DCP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US23311P1003,No evidence of relevant controversies
B927XT1,20161230,2238.83,2673.61,0.19,B927XT,DKL-US, 	28.55 , 	31.70 , 	0.11 , 	(0.08),,Delek Logistics Partners LP,Delek Logistics Partners LP,DKL,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US24664T1034,No evidence of relevant controversies
B142DK9,20161230,2238.83,2673.61,0.19,BF5P18,DK-US, 	24.07 , 	34.94 , 	0.45 , 	0.26 , 	(22.38),Delek US Holdings Inc,Delek US Holdings Inc.,DK,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,54.01000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2466471016,No evidence of relevant controversies
BRJ3GT9,20161230,2238.83,2673.61,0.19,BRJ3GT,DM-US, 	29.55 , 	30.45 , 	0.03 , 	(0.16), 	4.81 ,Dominion Energy Midstream Partners LP,Dominion Energy Midstream Partners LP,DM,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2574541080,No evidence of relevant controversies
2501534,20161230,2238.83,2673.61,0.19,250153,EEP-US, 	25.48 , 	13.81 , 	(0.46), 	(0.65), 	(14.57),"Enbridge Energy Partners, L.P. Class A",Enbridge Energy Partners L.P.,EEP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 3,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US29250R1068,Category 3
2020341,20161230,2238.83,2673.61,0.19,202034,EEQ-US, 	23.03 , 	13.06 , 	(0.43), 	(0.63), 	(179.12),"Enbridge Energy Management, L.L.C.",Enbridge Energy Management L.L.C.,EEQ,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 3,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US29250X1037,Category 3
B95J0Q0,20161230,2238.83,2673.61,0.19,B95J0Q,EMES-US, 	12.31 , 	7.19 , 	(0.42), 	(0.61), 	(174.94),Emerge Energy Services LP,Emerge Energy Services LP,EMES,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US29102H1086,No evidence of relevant controversies
BLBP550,20161230,2238.83,2673.61,0.19,BLBP55,ENBL-US, 	15.73 , 	14.22 , 	(0.10), 	(0.29), 	4.08 ,Enable Midstream Partners LP,Enable Midstream Partners LP,ENBL,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2924801002,No evidence of relevant controversies
BJTNDQ9,20161230,2238.83,2673.61,0.19,BJTNDQ,ENLC-US, 	19.05 , 	17.60 , 	(0.08), 	(0.27), 	(22.08),EnLink Midstream LLC,EnLink Midstream LLC,ENLC,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US29336T1007,No evidence of relevant controversies
BKKXCR9,20161230,2238.83,2673.61,0.19,BKKXCR,ENLK-US, 	18.42 , 	15.37 , 	(0.17), 	(0.36), 	(16.47),"EnLink Midstream Partners, L.P.",EnLink Midstream Partners LP,ENLK,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US29336U1079,No evidence of relevant controversies
B28RSC4,20161230,2238.83,2673.61,0.19,B28RSC,EPB-US,,,,,,"El Paso Pipeline Partners, L.P.",El Paso Pipeline Partners L.P.,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US2837021086,Category 1
2285388,20161230,2238.83,2673.61,0.19,228538,EPD-US, 	27.04 , 	26.51 , 	(0.02), 	(0.21), 	11.81 ,Enterprise Products Partners L.P.,Enterprise Products Partners L.P.,EPD,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US2937921078,Category 1
B88QRC6,20161230,2238.83,2673.61,0.19,B88QRC,EQM-US, 	76.68 , 	73.10 , 	(0.05), 	(0.24), 	21.29 ,EQT Midstream Partners LP,EQT Midstream Partners LP,EQM,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US26885B1008,No evidence of relevant controversies
B1FRW73,20161230,2238.83,2673.61,0.19,B1FRW7,EROC-US,,,,,,"Eagle Rock Energy Partners, L.P.",Eagle Rock Energy Partners L.P.,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US26985R1041,No evidence of relevant controversies
B0WHXD2,20161230,2238.83,2673.61,0.19,B0WHXD,ETE-US, 	19.31 , 	17.26 , 	(0.11), 	(0.30),,"Energy Transfer Equity, L.P.",Energy Transfer Equity L.P.,ETE,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,46.51000,44.00000,39.90000,60.58000,4.170000,12.50000,2.780000,26.39000,0.350000,0.400000,0.250000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 4,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US29273V1008,Category 4
2434793,20161230,2238.83,2673.61,0.19,243479,ETP.XX1-US, 	35.81 ,, 	(1.00), 	(1.19), 	(5.32),"Energy Transfer Partners, L.P.",Energy Transfer Partners L.P.,ETP,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,46.30000,44.00000,39.90000,59.75000,2.780000,12.50000,2.780000,23.61000,0.350000,0.400000,0.250000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 4,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US29273R1095,Category 4
2839730,20161230,2238.83,2673.61,0.19,BD9H2Z,ETP-US, 	24.02 , 	17.92 , 	(0.25), 	(0.45), 	(8.28),Energy Transfer Partners LP,Sunoco Logistics Partners L.P.,SXL,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 4,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US86764L1089,Category 4
2372257,20161230,2238.83,2673.61,0.19,237225,GEL-US, 	36.02 , 	22.35 , 	(0.38), 	(0.57), 	5.45 ,"Genesis Energy, L.P.",Genesis Energy L.P.,GEL,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3719271047,No evidence of relevant controversies
B0H9BJ5,20161230,2238.83,2673.61,0.19,B0H9BJ,GLP-US, 	19.45 , 	16.70 , 	(0.14), 	(0.34), 	(37.92),Global Partners LP,Global Partners LP,GLP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US37946R1095,Category 1
BXNSSC9,20161230,2238.83,2673.61,0.19,BXNSSC,GNRT-US, 	4.48 , 	6.62 , 	0.48 , 	0.28 , 	4.83 ,Gener8 Maritime Inc,Gener8 Maritime Inc.,GNRT,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,52.58000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,MHY268891089,No evidence of relevant controversies
B11FJD6,20161230,2238.83,2673.61,0.19,B11FJD,GPRE-US, 	27.85 , 	16.85 , 	(0.39), 	(0.59), 	1.28 ,Green Plains Inc.,Green Plains Inc.,GPRE,NasdaqGS,Refiners & Pipelines,United States and Canada,United States,60.20000,52.58000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US3932221043,No evidence of relevant controversies
B00N3V0,20161230,2238.83,2673.61,0.19,B00N3V,HEP-US, 	32.06 , 	32.49 , 	0.01 , 	(0.18), 	21.52 ,"Holly Energy Partners, L.P.",Holly Energy Partners L.P.,HEP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4357631070,No evidence of relevant controversies
B5VX1H6,20161230,2238.83,2673.61,0.19,B5VX1H,HFC-US, 	32.76 , 	51.22 , 	0.56 , 	0.37 , 	(5.26),HollyFrontier Corporation,HollyFrontier Corporation,HFC,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,56.39000,47.50000,57.67000,66.79000,34.72000,22.22000,43.06000,50.00000,0.350000,0.400000,0.250000,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,US4361061082,Category 1
B066NK2,20161230,2238.83,2673.61,0.19,B066NK,HLND.XX1-US,,,,,,Hiland Partners L.P.,Hiland Partners Holdings LLC,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US4312911039,Category 1
2469450,20161230,2238.83,2673.61,0.19,246945,INT-US, 	45.91 , 	28.14 , 	(0.39), 	(0.58), 	6.62 ,World Fuel Services Corporation,World Fuel Services Corporation,INT,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,53.21000,,,,20.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US9814751064,No evidence of relevant controversies
BQZJC41,20161230,2238.83,2673.61,0.19,BQZJC4,JPEP-US, 	10.12 ,, 	(1.00), 	(1.19),,JP Energy Partners LP,JP Energy Partners LP,@NA,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US46643C1099,No evidence of relevant controversies
B3NQ4P8,20161230,2238.83,2673.61,0.19,B3NQ4P,KMI-US, 	20.71 , 	18.07 , 	(0.13), 	(0.32), 	2.02 ,Kinder Morgan Inc Class P,Kinder Morgan Inc.,KMI,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,56.89000,40.07000,62.67000,71.18000,37.50000,1.390000,61.11000,65.28000,0.350000,0.400000,0.250000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US49456B1017,Category 2
2316578,20161230,2238.83,2673.61,0.19,231657,KMP-US,,,,,,"Kinder Morgan Energy Partners, L.P.",Kinder Morgan Energy Partners L.P.,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US4945501066,Category 2
2758158,20161230,2238.83,2673.61,0.19,275815,KMR-US,,,,,,"Kinder Morgan Management, LLC",Kinder Morgan Management LLC,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,60.20000,58.66000,42.57000,65.71000,69.88000,44.44000,5.560000,68.06000,61.11000,0.350000,0.400000,0.250000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,Category 2,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US49455U1007,Category 2
2654364,20161230,2238.83,2673.61,0.19,265436,LNG-US, 	41.43 , 	53.84 , 	0.30 , 	0.11 ,,"Cheniere Energy, Inc.",Cheniere Energy Inc.,LNG,AMEX,Refiners & Pipelines,United States and Canada,United States,60.20000,51.37000,45.29000,51.30000,59.98000,13.89000,16.67000,23.61000,25.00000,0.350000,0.400000,0.250000,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,US16411R2085,Category 1
BM4QJF5,20161230,2238.83,2673.61,0.19,BM4QJF,LPG-US, 	8.21 , 	8.22 , 	0.00 , 	(0.19), 	13.95 ,Dorian LPG Ltd.,Dorian LPG Ltd.,LPG,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,51.01000,,,,15.00000,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,MHY2106R1100,No evidence of relevant controversies
2057424,20161230,2238.83,2673.61,0.19,205742,MMLP-US, 	18.35 , 	14.00 , 	(0.24), 	(0.43), 	6.75 ,Martin Midstream Partners L.P.,Martin Midstream Partners L.P.,MMLP,NasdaqGS,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5733311055,No evidence of relevant controversies
2723037,20161230,2238.83,2673.61,0.19,272303,MMP-US, 	75.63 , 	70.94 , 	(0.06), 	(0.26), 	39.03 ,"Magellan Midstream Partners, L.P.",Magellan Midstream Partners L.P.,MMP,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5590801065,Category 2
B3K3L40,20161230,2238.83,2673.61,0.19,B3K3L4,MPC-US, 	50.35 , 	65.98 , 	0.31 , 	0.12 , 	8.76 ,Marathon Petroleum Corporation,Marathon Petroleum Corporation,MPC,NYSE,Refiners & Pipelines,United States and Canada,United States,60.20000,62.23000,59.14000,59.73000,70.55000,61.11000,66.67000,54.17000,63.89000,0.350000,0.400000,0.250000,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,Category 1,No evidence of relevant controversies,Category 1,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US56585A1025,Category 2
B847R56,20161230,2238.83,2673.61,0.19,B847R5,MPLX-US, 	34.62 , 	35.47 , 	0.02 , 	(0.17), 	2.23 ,MPLX LP,MPLX LP,MPLX,NYSE,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US55336V1008,No evidence of relevant controversies
2849160,20161230,2238.83,2673.61,0.19,284916,MWE-US,,,,,,"MarkWest Energy Partners, L.P.",MarkWest Energy Partners LP,@NA,@NA,Refiners & Pipelines,United States and Canada,United States,,,,,,,,,,,,,Category 2,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,No evidence of relevant controversies,US5707591005,Category 2
